frame_number,elapsed_time,process_time,label,pose_bbox,pose_track_ids,fps,image_path
275,0 days 00:00:17.189749,0 days 00:00:00.000422,[1 0 0 0 0 0],"[array([423,  44, 480, 245], dtype=int64)
 array([478,  17, 545, 217], dtype=int64)
 array([667, 205, 703, 351], dtype=int64)
 array([564, 281, 630, 365], dtype=int64)
 array([128,  43, 182, 203], dtype=int64)
 array([ 70, 209, 163, 353], dtype=int64)]",[1 2 3 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00275.jpg
280,0 days 00:00:17.370588,0 days 00:00:00.000411,[1 0 0 0 0 0],"[array([429,  43, 486, 246], dtype=int64)
 array([479,  14, 543, 218], dtype=int64)
 array([665, 204, 703, 351], dtype=int64)
 array([563, 281, 630, 366], dtype=int64)
 array([128,  43, 182, 203], dtype=int64)
 array([ 69, 202, 163, 353], dtype=int64)]",[1 2 3 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00280.jpg
285,0 days 00:00:17.813608,0 days 00:00:00.000410,[1 0 0 0 0 0],"[array([430,  42, 487, 248], dtype=int64)
 array([479,  14, 542, 218], dtype=int64)
 array([665, 204, 703, 351], dtype=int64)
 array([563, 281, 630, 366], dtype=int64)
 array([128,  44, 182, 204], dtype=int64)
 array([ 68, 214, 161, 352], dtype=int64)]",[1 2 3 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00285.jpg
290,0 days 00:00:18.273677,0 days 00:00:00.000434,[1 0 0 0 0 0],"[array([431,  41, 489, 249], dtype=int64)
 array([479,  13, 540, 218], dtype=int64)
 array([662, 204, 703, 349], dtype=int64)
 array([563, 281, 630, 366], dtype=int64)
 array([128,  44, 182, 205], dtype=int64)
 array([ 66, 204, 160, 352], dtype=int64)]",[1 2 3 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00290.jpg
295,0 days 00:00:18.872961,0 days 00:00:00.000440,[1 0 0 0 0 0],"[array([431,  26, 491, 249], dtype=int64)
 array([479,  11, 540, 218], dtype=int64)
 array([662, 212, 703, 349], dtype=int64)
 array([563, 281, 631, 366], dtype=int64)
 array([128,  44, 182, 206], dtype=int64)
 array([ 66, 199, 157, 352], dtype=int64)]",[1 2 3 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00295.jpg
300,0 days 00:00:19.165979,0 days 00:00:00.000435,[1 0 0 0 0 0],"[array([431,  20, 492, 249], dtype=int64)
 array([479,  11, 539, 218], dtype=int64)
 array([662, 214, 703, 349], dtype=int64)
 array([563, 281, 631, 366], dtype=int64)
 array([128,  44, 183, 206], dtype=int64)
 array([ 66, 197, 155, 352], dtype=int64)]",[1 2 3 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00300.jpg
305,0 days 00:00:19.299372,0 days 00:00:00.000414,[1 0 0 0 0 0],"[array([430,  18, 492, 250], dtype=int64)
 array([479,  15, 539, 218], dtype=int64)
 array([662, 222, 703, 332], dtype=int64)
 array([563, 281, 631, 366], dtype=int64)
 array([129,  44, 183, 207], dtype=int64)
 array([ 65, 195, 155, 351], dtype=int64)]",[1 2 3 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00305.jpg
310,0 days 00:00:19.463536,0 days 00:00:00.000407,[1 0 0 0 0 0],"[array([430,  31, 490, 250], dtype=int64)
 array([479,  14, 539, 218], dtype=int64)
 array([665, 235, 703, 327], dtype=int64)
 array([563, 281, 631, 366], dtype=int64)
 array([129,  44, 183, 206], dtype=int64)
 array([ 64, 194, 153, 351], dtype=int64)]",[1 2 3 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00310.jpg
315,0 days 00:00:19.581475,0 days 00:00:00.000464,[1 0 0 0 0],"[array([429,  21, 492, 250], dtype=int64)
 array([479,   9, 538, 218], dtype=int64)
 array([563, 281, 631, 367], dtype=int64)
 array([129,  44, 184, 208], dtype=int64)
 array([ 64, 191, 151, 349], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00315.jpg
320,0 days 00:00:20.049811,0 days 00:00:00.000438,[1 0 0 0 0],"[array([429,  17, 495, 250], dtype=int64)
 array([479,   8, 538, 218], dtype=int64)
 array([563, 281, 631, 366], dtype=int64)
 array([129,  44, 184, 208], dtype=int64)
 array([ 64, 189, 150, 349], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00320.jpg
325,0 days 00:00:20.320243,0 days 00:00:00.025502,[1 0 0 0 0],"[array([429,  17, 497, 251], dtype=int64)
 array([479,   7, 537, 218], dtype=int64)
 array([563, 281, 631, 366], dtype=int64)
 array([129,  44, 184, 208], dtype=int64)
 array([ 64, 189, 150, 348], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00325.jpg
330,0 days 00:00:20.574314,0 days 00:00:00.000422,[1 0 0 0 0],"[array([430,  19, 498, 250], dtype=int64)
 array([479,   7, 537, 218], dtype=int64)
 array([563, 281, 631, 364], dtype=int64)
 array([129,  44, 184, 209], dtype=int64)
 array([ 65, 188, 150, 348], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00330.jpg
335,0 days 00:00:20.789465,0 days 00:00:00.000548,[1 0 0 0 0],"[array([430,  22, 497, 250], dtype=int64)
 array([479,   9, 537, 218], dtype=int64)
 array([563, 281, 631, 360], dtype=int64)
 array([129,  44, 184, 210], dtype=int64)
 array([ 65, 188, 150, 348], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00335.jpg
340,0 days 00:00:20.943741,0 days 00:00:00.000444,[1 0 0 0 0],"[array([430,  27, 496, 248], dtype=int64)
 array([479,   8, 536, 218], dtype=int64)
 array([563, 280, 631, 356], dtype=int64)
 array([129,  44, 184, 210], dtype=int64)
 array([ 66, 194, 152, 348], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00340.jpg
345,0 days 00:00:21.023552,0 days 00:00:00.000433,[1 0 0 0 0],"[array([430,  29, 495, 249], dtype=int64)
 array([479,   8, 536, 218], dtype=int64)
 array([562, 280, 631, 355], dtype=int64)
 array([129,  44, 184, 210], dtype=int64)
 array([ 65, 216, 153, 349], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00345.jpg
350,0 days 00:00:21.162288,0 days 00:00:00.000433,[1 0 0 0 0],"[array([427,  31, 492, 251], dtype=int64)
 array([479,   8, 536, 218], dtype=int64)
 array([560, 280, 632, 359], dtype=int64)
 array([129,  44, 184, 211], dtype=int64)
 array([ 65, 198, 155, 349], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00350.jpg
355,0 days 00:00:21.287797,0 days 00:00:00.000406,[1 0 0 0 0],"[array([413,  34, 491, 248], dtype=int64)
 array([479,   9, 535, 218], dtype=int64)
 array([560, 279, 633, 363], dtype=int64)
 array([129,  44, 184, 212], dtype=int64)
 array([ 80, 219, 159, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00355.jpg
360,0 days 00:00:21.395413,0 days 00:00:00.000428,[1 0 0 0 0],"[array([406,  41, 491, 245], dtype=int64)
 array([479,  10, 535, 218], dtype=int64)
 array([559, 279, 633, 362], dtype=int64)
 array([129,  45, 183, 212], dtype=int64)
 array([ 86, 227, 162, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00360.jpg
365,0 days 00:00:21.554534,0 days 00:00:00.000391,[1 0 0 0 0],"[array([401,  28, 491, 244], dtype=int64)
 array([479,  10, 535, 218], dtype=int64)
 array([559, 280, 633, 364], dtype=int64)
 array([129,  44, 183, 211], dtype=int64)
 array([ 75, 227, 163, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00365.jpg
370,0 days 00:00:21.792233,0 days 00:00:00.000443,[1 0 0 0 0],"[array([396,  21, 489, 243], dtype=int64)
 array([479,  10, 535, 218], dtype=int64)
 array([559, 280, 633, 367], dtype=int64)
 array([129,  44, 182, 208], dtype=int64)
 array([ 81, 227, 165, 352], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00370.jpg
375,0 days 00:00:21.987152,0 days 00:00:00.000445,[1 0 0 0 0],"[array([394,  18, 488, 243], dtype=int64)
 array([479,  10, 535, 218], dtype=int64)
 array([559, 280, 633, 371], dtype=int64)
 array([129,  44, 182, 206], dtype=int64)
 array([ 81, 228, 166, 353], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00375.jpg
380,0 days 00:00:22.204672,0 days 00:00:00.000448,[1 0 0 0 0],"[array([393,  16, 473, 243], dtype=int64)
 array([479,  10, 535, 218], dtype=int64)
 array([559, 280, 633, 371], dtype=int64)
 array([129,  44, 182, 205], dtype=int64)
 array([ 78, 230, 167, 352], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00380.jpg
385,0 days 00:00:22.493592,0 days 00:00:00.000414,[1 0 0 0 0],"[array([393,  15, 464, 243], dtype=int64)
 array([479,  10, 534, 218], dtype=int64)
 array([560, 281, 633, 371], dtype=int64)
 array([129,  44, 182, 206], dtype=int64)
 array([ 70, 230, 169, 352], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00385.jpg
390,0 days 00:00:22.822816,0 days 00:00:00.000408,[1 0 0 0 0],"[array([393,  17, 463, 243], dtype=int64)
 array([479,  11, 534, 218], dtype=int64)
 array([560, 281, 633, 371], dtype=int64)
 array([129,  45, 181, 205], dtype=int64)
 array([ 69, 231, 169, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00390.jpg
395,0 days 00:00:23.335746,0 days 00:00:00.000432,[1 0 0 0 0],"[array([394,  17, 459, 243], dtype=int64)
 array([478,  11, 534, 218], dtype=int64)
 array([560, 281, 633, 370], dtype=int64)
 array([129,  44, 181, 205], dtype=int64)
 array([ 68, 228, 170, 352], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00395.jpg
400,0 days 00:00:23.515448,0 days 00:00:00.000423,[1 0 0 0 0],"[array([394,  17, 457, 242], dtype=int64)
 array([479,  10, 534, 218], dtype=int64)
 array([560, 281, 633, 370], dtype=int64)
 array([129,  44, 181, 205], dtype=int64)
 array([ 67, 230, 170, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00400.jpg
405,0 days 00:00:23.717852,0 days 00:00:00.000446,[1 0 0 0 0],"[array([394,  17, 456, 242], dtype=int64)
 array([479,  10, 534, 218], dtype=int64)
 array([561, 281, 633, 370], dtype=int64)
 array([129,  45, 181, 205], dtype=int64)
 array([ 67, 232, 170, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00405.jpg
410,0 days 00:00:24.248438,0 days 00:00:00.000424,[1 0 0 0 0],"[array([394,  17, 458, 242], dtype=int64)
 array([479,  10, 534, 218], dtype=int64)
 array([562, 280, 632, 369], dtype=int64)
 array([129,  45, 181, 204], dtype=int64)
 array([ 79, 232, 170, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00410.jpg
415,0 days 00:00:24.700400,0 days 00:00:00.000447,[1 0 0 0 0],"[array([394,  18, 462, 242], dtype=int64)
 array([479,  10, 534, 218], dtype=int64)
 array([562, 278, 632, 365], dtype=int64)
 array([129,  45, 181, 203], dtype=int64)
 array([ 85, 232, 169, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00415.jpg
420,0 days 00:00:24.862413,0 days 00:00:00.000533,[1 0 0 0 0],"[array([394,  33, 462, 242], dtype=int64)
 array([479,  10, 534, 218], dtype=int64)
 array([562, 277, 632, 358], dtype=int64)
 array([129,  45, 181, 197], dtype=int64)
 array([ 87, 228, 170, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00420.jpg
425,0 days 00:00:25.227551,0 days 00:00:00.000540,[1 0 0 0 0],"[array([394,  31, 470, 242], dtype=int64)
 array([479,  10, 534, 218], dtype=int64)
 array([561, 277, 632, 355], dtype=int64)
 array([128,  45, 181, 195], dtype=int64)
 array([ 88, 208, 170, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00425.jpg
430,0 days 00:00:25.623591,0 days 00:00:00.000403,[1 0 0 0 0],"[array([394,  39, 484, 242], dtype=int64)
 array([479,   9, 534, 218], dtype=int64)
 array([560, 277, 636, 355], dtype=int64)
 array([129,  45, 181, 194], dtype=int64)
 array([ 88, 200, 170, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00430.jpg
435,0 days 00:00:25.914184,0 days 00:00:00.000441,[1 0 0 0 0],"[array([399,  43, 487, 243], dtype=int64)
 array([479,   9, 534, 218], dtype=int64)
 array([560, 277, 637, 355], dtype=int64)
 array([128,  45, 181, 194], dtype=int64)
 array([ 88, 211, 169, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00435.jpg
440,0 days 00:00:26.204821,0 days 00:00:00.000497,[1 0 0 0 0],"[array([409,  43, 489, 245], dtype=int64)
 array([479,   9, 534, 218], dtype=int64)
 array([560, 277, 636, 355], dtype=int64)
 array([128,  44, 181, 194], dtype=int64)
 array([ 87, 200, 168, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00440.jpg
445,0 days 00:00:26.387058,0 days 00:00:00.000429,[1 0 0 0 0],"[array([422,  43, 489, 248], dtype=int64)
 array([479,   9, 534, 219], dtype=int64)
 array([560, 277, 634, 354], dtype=int64)
 array([128,  44, 181, 193], dtype=int64)
 array([ 87, 198, 168, 351], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00445.jpg
450,0 days 00:00:26.783479,0 days 00:00:00.000488,[1 0 0 0 0],"[array([427,  44, 487, 247], dtype=int64)
 array([479,   9, 534, 219], dtype=int64)
 array([561, 277, 634, 355], dtype=int64)
 array([128,  45, 181, 194], dtype=int64)
 array([ 87, 196, 168, 352], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00450.jpg
455,0 days 00:00:27.149792,0 days 00:00:00.000439,[1 0 0 0 0],"[array([428,  45, 487, 242], dtype=int64)
 array([479,   9, 534, 219], dtype=int64)
 array([561, 277, 633, 355], dtype=int64)
 array([129,  45, 181, 194], dtype=int64)
 array([ 87, 211, 168, 352], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00455.jpg
460,0 days 00:00:27.340641,0 days 00:00:00.000432,[1 0 0 0 0],"[array([428,  47, 491, 239], dtype=int64)
 array([479,   9, 534, 219], dtype=int64)
 array([561, 277, 632, 355], dtype=int64)
 array([129,  45, 181, 199], dtype=int64)
 array([ 87, 222, 169, 352], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00460.jpg
465,0 days 00:00:27.419916,0 days 00:00:00.000534,[1 0 0 0 0],"[array([429,  48, 495, 238], dtype=int64)
 array([479,   9, 534, 218], dtype=int64)
 array([561, 277, 632, 364], dtype=int64)
 array([130,  48, 181, 201], dtype=int64)
 array([ 87, 230, 169, 352], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00465.jpg
470,0 days 00:00:27.784701,0 days 00:00:00.000413,[1 0 0 0 0],"[array([430,  49, 501, 238], dtype=int64)
 array([479,  10, 533, 218], dtype=int64)
 array([561, 278, 632, 367], dtype=int64)
 array([130,  47, 181, 203], dtype=int64)
 array([ 88, 234, 170, 354], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00470.jpg
475,0 days 00:00:28.121655,0 days 00:00:00.000407,[1 0 0 0 0],"[array([435,  51, 508, 238], dtype=int64)
 array([480,  11, 534, 218], dtype=int64)
 array([561, 278, 632, 371], dtype=int64)
 array([130,  47, 181, 204], dtype=int64)
 array([ 88, 232, 170, 355], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00475.jpg
480,0 days 00:00:28.505753,0 days 00:00:00.000417,[1 0 0 0 0],"[array([443,  52, 514, 238], dtype=int64)
 array([481,  10, 534, 218], dtype=int64)
 array([561, 279, 632, 372], dtype=int64)
 array([130,  54, 180, 206], dtype=int64)
 array([ 89, 232, 170, 356], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00480.jpg
485,0 days 00:00:28.769969,0 days 00:00:00.000489,[1 0 0 0 0],"[array([452,  41, 519, 238], dtype=int64)
 array([481,  19, 534, 218], dtype=int64)
 array([561, 279, 632, 373], dtype=int64)
 array([131,  60, 179, 206], dtype=int64)
 array([ 89, 232, 170, 356], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00485.jpg
490,0 days 00:00:29.210809,0 days 00:00:00.000426,[1 0 0 0 0],"[array([462,  35, 522, 238], dtype=int64)
 array([482,  22, 534, 218], dtype=int64)
 array([560, 280, 632, 373], dtype=int64)
 array([131,  62, 177, 206], dtype=int64)
 array([ 88, 230, 170, 355], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00490.jpg
495,0 days 00:00:29.324301,0 days 00:00:00.000455,[1 0 0 0 0],"[array([466,  45, 525, 238], dtype=int64)
 array([481,  24, 534, 217], dtype=int64)
 array([560, 281, 632, 373], dtype=int64)
 array([131,  63, 177, 206], dtype=int64)
 array([ 88, 231, 170, 355], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00495.jpg
500,0 days 00:00:29.507504,0 days 00:00:00.000472,[1 0 0 0 0],"[array([468,  47, 525, 238], dtype=int64)
 array([483,  27, 534, 215], dtype=int64)
 array([560, 283, 632, 373], dtype=int64)
 array([131,  63, 177, 207], dtype=int64)
 array([ 88, 231, 170, 355], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00500.jpg
505,0 days 00:00:29.693288,0 days 00:00:00.000428,[1 0 0 0 0],"[array([468,  46, 525, 238], dtype=int64)
 array([487,  29, 534, 209], dtype=int64)
 array([561, 287, 633, 373], dtype=int64)
 array([131,  63, 176, 206], dtype=int64)
 array([ 87, 231, 170, 355], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00505.jpg
510,0 days 00:00:29.941975,0 days 00:00:00.000440,[1 0 0 0 0],"[array([468,  45, 526, 238], dtype=int64)
 array([489,  28, 534, 203], dtype=int64)
 array([561, 290, 634, 374], dtype=int64)
 array([131,  63, 176, 206], dtype=int64)
 array([ 87, 228, 170, 354], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00510.jpg
515,0 days 00:00:30.177313,0 days 00:00:00.000442,[1 0 0 0 0],"[array([468,  44, 527, 238], dtype=int64)
 array([490,  26, 535, 200], dtype=int64)
 array([558, 292, 633, 370], dtype=int64)
 array([131,  63, 176, 205], dtype=int64)
 array([ 87, 214, 170, 354], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00515.jpg
520,0 days 00:00:30.449900,0 days 00:00:00.000462,[1 0 0 0 0],"[array([468,  46, 526, 238], dtype=int64)
 array([487,  25, 535, 198], dtype=int64)
 array([554, 293, 633, 370], dtype=int64)
 array([131,  63, 177, 200], dtype=int64)
 array([ 87, 205, 170, 353], dtype=int64)]",[1 2 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00520.jpg
525,0 days 00:00:30.695415,0 days 00:00:00.000449,[1 0 0 0],"[array([468,  45, 526, 238], dtype=int64)
 array([551, 292, 633, 370], dtype=int64)
 array([131,  63, 176, 196], dtype=int64)
 array([ 87, 197, 170, 353], dtype=int64)]",[1 4 6 7],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00525.jpg
530,0 days 00:00:31.053589,0 days 00:00:00.000430,[1 0 0 0 0],"[array([467,  40, 525, 238], dtype=int64)
 array([548, 291, 633, 367], dtype=int64)
 array([131,  63, 176, 194], dtype=int64)
 array([ 87, 193, 170, 352], dtype=int64)
 array([505,  14, 535, 142], dtype=int64)]",[1 4 6 7 2],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00530.jpg
535,0 days 00:00:31.484402,0 days 00:00:00.000425,[1 0 0 0 0],"[array([467,  34, 525, 238], dtype=int64)
 array([547, 292, 633, 360], dtype=int64)
 array([131,  63, 176, 192], dtype=int64)
 array([ 87, 191, 170, 352], dtype=int64)
 array([509,  10, 538, 131], dtype=int64)]",[1 4 6 7 2],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/00535.jpg
